ubicacion,dedicacion,contrato,salario,rol,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,tecnologias,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,genero,seniority,marvin_rol
Buenos Aires,Full-Time,Staff (planta permanente),2900000.0,Developer,4,2,2,0,"Bash/Shell, Java, Ruby, Scala",De 2001a 5000 personas,100% remoto,31,Hombre Cis,Semi-Senior,3
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3923835.0,Developer,4,0,0,0,Go,De 501 a 1000 personas,100% remoto,25,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4608000.0,SysAdmin / DevOps / SRE,7,1,1,0,Bash/Shell,De 201 a 500 personas,100% remoto,26,Hombre Cis,Senior,9
Entre Ríos,Full-Time,Contractor,5242500.0,Developer,7,1,1,0,"Bash/Shell, CSS, HTML, Javascript, Python, SQL, TypeScript",De 11  a 50  personas,100% remoto,31,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,Technical Leader,7,4,2,4,".NET, Go, HTML, Javascript, SQL, TypeScript",De 1001 a 2000 personas,Híbrido (presencial y remoto),27,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Contractor,2300000.0,QA / Tester,3,0,0,0,"CSS, HTML, Javascript",De 501 a 1000 personas,100% remoto,37,Mujer Cis,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),2600000.0,SysAdmin / DevOps / SRE,17,17,11,0,Ninguno de los anteriores,De 5001 a 10000 personas,100% presencial,44,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),3646000.0,Developer,11,2,2,0,"Bash/Shell, Java",De 501 a 1000 personas,100% remoto,29,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Contractor,2600000.0,BI Analyst / Data Analyst,3,1,1,0,R,De 2 a 10 personas,100% remoto,34,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,Scrum Master,15,1,15,25,"Arduino, C#, HTML, Java, Javascript, SQL, TypeScript",De 2001a 5000 personas,Híbrido (presencial y remoto),35,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,Sales / Pre-Sales,0,0,0,0,Ninguno de los anteriores,De 101 a 200 personas,100% remoto,36,Hombre Cis,Junior,9
Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,SysAdmin / DevOps / SRE,24,3,3,5,"Bash/Shell, Python",Más de 10000 personas,100% remoto,48,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Contractor,4317000.0,Technical Leader,8,2,2,4,"CSS, HTML, Javascript, SQL",De 101 a 200 personas,100% remoto,34,Hombre Cis,Senior,2
Córdoba,Full-Time,Staff (planta permanente),2000000.0,Developer,4,3,3,0,"Javascript, TypeScript",De 1001 a 2000 personas,100% remoto,36,Mujer Cis,Semi-Senior,2
Buenos Aires,Part-Time,Freelance,800000.0,Data Engineer,0,0,0,0,Python,De 201 a 500 personas,100% remoto,32,Hombre Cis,Junior,5
Santa Fe,Full-Time,Staff (planta permanente),4290603.0,Developer,19,12,6,0,"Groovy, Java, Kotlin, Python, Scala, SQL",De 5001 a 10000 personas,Híbrido (presencial y remoto),49,Mujer Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3346000.0,Scrum Master,10,1,6,2,Ninguno de los anteriores,De 2001a 5000 personas,100% remoto,36,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2600000.0,SysAdmin / DevOps / SRE,4,2,2,0,".NET, Javascript, SQL",De 51 a 100 personas,Híbrido (presencial y remoto),37,Hombre Cis,Semi-Senior,3
Tucumán,Full-Time,Staff (planta permanente),1800000.0,Developer,3,2,2,0,"Javascript, TypeScript",De 201 a 500 personas,100% remoto,34,Hombre Cis,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),1688463.0,Developer,3,3,3,0,".NET, Javascript",De 51 a 100 personas,100% remoto,37,Hombre Cis,Semi-Senior,3
Buenos Aires,Full-Time,Contractor,3500000.0,Developer,12,6,6,0,".NET, C#, SQL",Más de 10000 personas,100% remoto,41,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2840078.85,Developer,15,14,2,3,".NET, C#, CSS, HTML, SQL, VBA",Más de 10000 personas,Híbrido (presencial y remoto),33,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5000000.0,Developer,8,3,3,0,"Java, Javascript, Kotlin",De 51 a 100 personas,100% remoto,32,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,SysAdmin / DevOps / SRE,3,0,3,0,"Bash/Shell, Java, Python, SQL",Más de 10000 personas,100% remoto,26,Mujer Cis,Semi-Senior,3
Córdoba,Full-Time,Contractor,4560000.0,Developer,11,4,4,0,"Javascript, Ruby, TypeScript",De 1001 a 2000 personas,100% remoto,32,Hombre Cis,Senior,2
Córdoba,Full-Time,Contractor,5000000.0,Developer,7,1,3,2,"Python, TypeScript",De 101 a 200 personas,100% remoto,30,Mujer Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000.0,Developer,18,0,0,0,"Bash/Shell, CSS, HTML, Javascript, TypeScript",De 2 a 10 personas,Híbrido (presencial y remoto),42,Mujer Cis,Senior,2
Córdoba,Full-Time,Contractor,1100000.0,QA / Tester,1,0,0,0,SQL,De 11  a 50  personas,100% remoto,23,Mujer Cis,Junior,5
Córdoba,Part-Time,Freelance,1404200.0,Developer,6,2,5,0,Kotlin,De 11  a 50  personas,100% remoto,29,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2800000.0,QA / Tester,4,3,3,0,".NET, C, C#, COBOL, HTML, Java, PHP, SQL",De 1001 a 2000 personas,Híbrido (presencial y remoto),29,Hombre Cis,Semi-Senior,3
Córdoba,Full-Time,Staff (planta permanente),2200000.0,SysAdmin / DevOps / SRE,12,3,2,0,".NET, Python, SQL",Más de 10000 personas,100% remoto,43,Hombre Cis,Senior,3
Santa Fe,Full-Time,Staff (planta permanente),2000000.0,Developer,3,1,1,0,"Bash/Shell, Javascript, Python, TypeScript",De 2 a 10 personas,100% remoto,29,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3916411.0,Technical Leader,1,2,0,0,"Bash/Shell, Go, Python",De 1001 a 2000 personas,100% remoto,33,Hombre Cis,Junior,9
Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,Developer,7,5,2,0,"Java, Python",De 1001 a 2000 personas,100% remoto,31,Hombre Cis,Senior,3
Córdoba,Full-Time,Contractor,2040000.0,QA / Tester,5,2,5,0,"Javascript, TypeScript",De 11  a 50  personas,100% remoto,37,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3300000.0,UX Researcher,4,0,4,0,Ninguno de los anteriores,De 2001a 5000 personas,100% remoto,30,Mujer Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2450000.0,Developer,1,1,0,0,"CSS, HTML, Java, SQL, TypeScript",De 2001a 5000 personas,100% remoto,23,Hombre Cis,Junior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),5800000.0,Manager / Director,20,7,7,20,Ninguno de los anteriores,Más de 10000 personas,100% remoto,45,Mujer Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,BI Analyst / Data Analyst,3,2,2,3,"Python, R, SQL, VBA",De 5001 a 10000 personas,Híbrido (presencial y remoto),24,Hombre Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,Developer,20,3,3,0,".NET, C#, Kusto",De 201 a 500 personas,100% remoto,42,Mujer Cis,Senior,3
Mendoza,Full-Time,Staff (planta permanente),2083913.0,Developer,3,3,3,0,"CSS, HTML, Javascript",De 5001 a 10000 personas,100% remoto,26,Mujer Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4200000.0,QA / Tester,15,1,1,0,"C++, Java, SQL",De 501 a 1000 personas,100% remoto,35,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3800000.0,Developer,10,0,4,0,"HTML, Javascript, SQL, TypeScript",De 11  a 50  personas,100% remoto,28,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Contractor,4820000.0,Technical Leader,4,0,2,3,"CSS, HTML, Javascript, SQL, Apex",De 101 a 200 personas,100% remoto,27,Hombre Cis,Semi-Senior,2
Buenos Aires,Full-Time,Contractor,4500000.0,QA / Tester,4,2,4,0,Javascript,De 11  a 50  personas,100% remoto,27,Mujer Cis,Semi-Senior,2
Buenos Aires,Full-Time,Contractor,3850000.0,Developer,14,1,6,0,"Java, Kotlin",De 201 a 500 personas,100% remoto,34,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4960000.0,Developer,10,7,7,0,"Groovy, Java, SQL",De 51 a 100 personas,100% remoto,35,Mujer Cis,Senior,3
Córdoba,Full-Time,Staff (planta permanente),2300000.0,Developer,3,3,1,0,"CSS, HTML, Javascript, TypeScript",Más de 10000 personas,100% remoto,38,Mujer Cis,Semi-Senior,2
Mendoza,Full-Time,Freelance,1400000.0,Developer,15,0,15,0,"CSS, HTML, Javascript, PHP, SQL, TypeScript",1 (solamente yo),100% remoto,42,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Contractor,3415000.0,Developer,9,2,2,3,Javascript,De 11  a 50  personas,100% remoto,36,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,Developer,3,0,3,0,"Bash/Shell, CSS, Go, HTML, Java, Javascript, Python, SQL, TypeScript",De 501 a 1000 personas,Híbrido (presencial y remoto),22,Hombre Cis,Semi-Senior,4
Chaco,Part-Time,Contractor,1700000.0,Technical Leader,4,4,2,2,"PHP, SQL",De 101 a 200 personas,100% remoto,31,Hombre Cis,Semi-Senior,3
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1500000.0,Developer,3,3,2,0,Apex,De 501 a 1000 personas,100% remoto,34,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,Developer,40,36,20,0,"Bash/Shell, CSS, Delphi, HTML, Java, Javascript, PHP, Python, SQL, VBA",De 11  a 50  personas,Híbrido (presencial y remoto),59,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1858152.0,Business Analyst,4,2,2,0,SQL,De 1001 a 2000 personas,100% remoto,32,Mujer Cis,Semi-Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),900000.0,Technical Support,0,0,0,0,Python,De 2001a 5000 personas,Híbrido (presencial y remoto),49,Hombre Cis,Junior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1552867.0,Developer,2,0,2,0,"CSS, HTML, Javascript, TypeScript",De 2 a 10 personas,100% remoto,28,Mujer Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2960000.0,Technical Leader,5,5,2,4,"Bash/Shell, C, C++, CSS, HTML, Javascript",De 11  a 50  personas,Híbrido (presencial y remoto),44,Hombre Cis,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,BI Analyst / Data Analyst,2,1,1,0,"Python, R, SQL",Más de 10000 personas,100% remoto,33,Hombre Cis,Junior,5
Córdoba,Full-Time,Staff (planta permanente),1600000.0,Developer,4,4,4,0,"CSS, HTML, Javascript, PHP",De 11  a 50  personas,100% remoto,36,Hombre Cis,Semi-Senior,2
Santa Fe,Full-Time,Staff (planta permanente),2160000.0,UX Designer,3,2,2,0,Ninguno de los anteriores,De 11  a 50  personas,100% remoto,28,Mujer Cis,Semi-Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,Manager / Director,25,10,10,15,"ABAP, Bash/Shell, C++, C#, CSS, Go, Java, Javascript, PHP, Python, Ruby, SQL",De 11  a 50  personas,100% remoto,46,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6150000.0,Technical Leader,25,0,5,5,"CSS, HTML, Javascript, TypeScript",De 11  a 50  personas,Híbrido (presencial y remoto),44,Hombre Cis,Senior,2
Santa Fe,Full-Time,Staff (planta permanente),980000.0,SysAdmin / DevOps / SRE,1,1,1,0,".NET, Bash/Shell, C#, CSS, HTML, Javascript, SQL",De 201 a 500 personas,100% remoto,26,Hombre Cis,Junior,4
Buenos Aires,Full-Time,Contractor,5400000.0,Technical Leader,16,1,1,0,"Dart, Go, Java, Javascript, Kotlin",De 501 a 1000 personas,100% remoto,38,Hombre Cis,Senior,3
Santa Fe,Full-Time,Contractor,5400000.0,Developer,15,6,6,0,"Javascript, PHP",De 2 a 10 personas,100% remoto,39,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5100000.0,VP / C-Level,15,0,6,14,".NET, Dart, HTML, Javascript, Python, SQL, TypeScript",De 101 a 200 personas,Híbrido (presencial y remoto),45,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4440000.0,QA / Tester,17,4,1,0,TypeScript,De 51 a 100 personas,100% remoto,36,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Contractor,2300000.0,Manager / Director,35,2,10,1,Ninguno de los anteriores,De 101 a 200 personas,100% remoto,59,Mujer Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3050000.0,Business Analyst,10,3,1,5,"R, SQL",De 1001 a 2000 personas,Híbrido (presencial y remoto),38,Hombre Cis,Senior,5
Córdoba,Full-Time,Contractor,2400000.0,Developer,3,0,0,0,"Javascript, TypeScript",De 101 a 200 personas,100% remoto,21,Hombre Cis,Semi-Senior,2
Córdoba,Full-Time,Contractor,4850000.0,UX Designer,2,18,0,0,Ninguno de los anteriores,De 201 a 500 personas,100% remoto,42,Hombre Cis,Junior,9
Salta,Full-Time,Staff (planta permanente),2500000.0,Developer,18,3,3,0,".NET, C#, Java, Javascript, Ruby, SQL, TypeScript",De 11  a 50  personas,100% remoto,47,Hombre Cis,Senior,4
Córdoba,Full-Time,Contractor,3904000.0,Developer,6,4,0,2,"Go, Javascript, Python, SQL",De 2 a 10 personas,Híbrido (presencial y remoto),28,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1000000.0,QA / Tester,1,1,1,0,"Bash/Shell, CSS, HTML, Javascript, Python, SQL",Más de 10000 personas,Híbrido (presencial y remoto),23,Mujer Cis,Junior,4
Buenos Aires,Full-Time,Contractor,1035500.0,Manager / Director,1,0,0,4,"Javascript, TypeScript",De 2 a 10 personas,100% remoto,40,Hombre Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,Manager / Director,31,4,4,0,".NET, Java, Javascript, PHP, Python, SQL",De 1001 a 2000 personas,Híbrido (presencial y remoto),50,Mujer Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5891150.0,Architect,18,5,2,0,"Javascript, PHP",De 201 a 500 personas,100% remoto,40,Hombre Cis,Senior,3
Córdoba,Full-Time,Staff (planta permanente),1700000.0,Consultant,10,1,1,0,Ninguno de los anteriores,De 11  a 50  personas,100% remoto,37,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Contractor,5400000.0,Manager / Director,17,0,0,0,SQL,De 2001a 5000 personas,100% remoto,40,Hombre Cis,Senior,5
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2800000.0,UX Designer,5,0,5,1,Ninguno de los anteriores,De 501 a 1000 personas,100% remoto,25,Mujer Cis,Semi-Senior,9
Buenos Aires,Full-Time,Contractor,6000000.0,SysAdmin / DevOps / SRE,16,2,10,5,"Bash/Shell, Groovy, Python",De 201 a 500 personas,100% remoto,38,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4200000.0,Developer,10,4,6,0,Java,Más de 10000 personas,100% remoto,37,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2400000.0,Developer,3,0,1,0,".NET, C#, CSS, Javascript, SQL, TypeScript",De 11  a 50  personas,100% remoto,33,Hombre Cis,Semi-Senior,4
Buenos Aires,Full-Time,Contractor,5900000.0,Manager / Director,15,3,3,8,"CSS, HTML, Javascript, PHP, Python, Ruby, SQL, TypeScript",De 11  a 50  personas,100% remoto,40,Hombre Cis,Senior,4
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1918000.0,Developer,3,3,3,0,".NET, C#, Javascript, PHP, SQL",De 201 a 500 personas,100% remoto,32,Hombre Cis,Semi-Senior,3
Neuquén,Full-Time,Staff (planta permanente),2941813.0,Manager / Director,24,1,10,25,Ninguno de los anteriores,De 5001 a 10000 personas,100% remoto,48,Mujer Cis,Senior,9
Entre Ríos,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3100000.0,Technical Leader,8,3,0,7,"Javascript, Python, TypeScript",Más de 10000 personas,100% remoto,48,Hombre Cis,Senior,4
Santa Fe,Full-Time,Staff (planta permanente),1800000.0,Developer,3,0,0,0,Java,De 11  a 50  personas,100% remoto,23,Hombre Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),806000.0,Consultant,1,1,1,0,Ninguno de los anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),22,Hombre Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4315000.0,Technical Leader,15,4,2,6,Bash/Shell,De 201 a 500 personas,Híbrido (presencial y remoto),39,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2054185.0,Developer,9,9,3,0,"Bash/Shell, Groovy, Python",De 2001a 5000 personas,100% remoto,34,Mujer Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2764000.0,Data Scientist,3,1,1,0,"Python, SQL",De 11  a 50  personas,100% remoto,42,Hombre Cis,Semi-Senior,5
Salta,Full-Time,Freelance,3150000.0,Developer,6,6,6,1,"CSS, HTML, Javascript, Ruby",De 201 a 500 personas,Híbrido (presencial y remoto),30,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4600000.0,Developer,14,5,2,0,Java,De 101 a 200 personas,100% remoto,36,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5000000.0,Developer,12,2,2,0,"HTML, Javascript, Python, SQL, TypeScript",De 501 a 1000 personas,100% remoto,41,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),4200000.0,Architect,22,4,4,0,".NET, Bash/Shell, C, C++, C#, CSS, Go, Groovy, HTML, Java, Javascript, PHP, Python, SQL, TypeScript",Más de 10000 personas,100% remoto,38,Hombre Cis,Senior,4
Santa Fe,Full-Time,Staff (planta permanente),4200000.0,SysAdmin / DevOps / SRE,17,2,4,0,"Bash/Shell, Python",De 51 a 100 personas,Híbrido (presencial y remoto),37,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2190000.0,QA / Tester,8,0,8,0,Ninguno de los anteriores,De 101 a 200 personas,100% remoto,32,Mujer Cis,Senior,9
Buenos Aires,Full-Time,Contractor,4500000.0,Technical Leader,27,0,9,5,"Bash/Shell, Dart, Go, Java, Javascript, Kotlin, SQL, TypeScript",De 2001a 5000 personas,100% remoto,46,Hombre Cis,Senior,3
Santa Fe,Full-Time,Contractor,5832000.0,Technical Leader,18,5,1,6,"HTML, Javascript, Scala, SQL",De 201 a 500 personas,100% remoto,43,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,Developer,3,3,3,0,"C++, Lua",Más de 10000 personas,Híbrido (presencial y remoto),30,Mujer Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1532000.0,QA / Tester,8,4,4,0,SQL,De 11  a 50  personas,Híbrido (presencial y remoto),30,Mujer Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),5000000.0,SysAdmin / DevOps / SRE,20,1,10,0,"Python, TypeScript",De 501 a 1000 personas,100% remoto,46,Hombre Cis,Senior,5
Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,BI Analyst / Data Analyst,3,1,4,8,"Python, SQL",Más de 10000 personas,100% remoto,26,Hombre Cis,Semi-Senior,5
Córdoba,Full-Time,Contractor,6160000.0,Manager / Director,5,2,1,6,"Java, SQL",De 201 a 500 personas,100% remoto,44,Hombre Cis,Semi-Senior,3
Córdoba,Full-Time,Staff (planta permanente),980000.0,QA / Tester,2,2,2,0,SQL,De 201 a 500 personas,Híbrido (presencial y remoto),45,Mujer Cis,Junior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4078582.0,Developer,6,4,1,1,"Go, HTML, Javascript, Ruby, SQL, TypeScript",De 2001a 5000 personas,Híbrido (presencial y remoto),32,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2700000.0,Developer,4,2,1,1,".NET, C#, CSS, Javascript, Python, SQL, TypeScript",De 201 a 500 personas,100% remoto,34,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2510000.0,QA / Tester,5,1,1,0,Ninguno de los anteriores,Más de 10000 personas,100% remoto,38,Hombre Cis,Semi-Senior,9
Córdoba,Full-Time,Staff (planta permanente),3186000.0,Developer,12,4,4,0,"Go, Java, TypeScript",Más de 10000 personas,Híbrido (presencial y remoto),46,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,SysAdmin / DevOps / SRE,7,7,0,0,"Bash/Shell, Python, TypeScript",De 101 a 200 personas,Híbrido (presencial y remoto),26,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,SysAdmin / DevOps / SRE,10,1,1,0,Python,De 11  a 50  personas,Híbrido (presencial y remoto),37,Hombre Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,Developer,5,2,0,0,"Go, Javascript, Python, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),29,Hombre Cis,Semi-Senior,5
Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,VP / C-Level,20,5,5,7,"CSS, HTML, Javascript, Python, Ruby, Solidity, SQL, TypeScript",De 11  a 50  personas,100% remoto,39,Hombre Cis,Senior,4
